id,value,x,y
4347,2811665069861082107400,-225,465
4348,923832808668641263860,-235,465
4349,286258053390283208520,-245,465
4350,83491932238832602485,-255,465
4351,22874501983241808900,-265,465
4352,5873182941643167150,-275,465
4353,1409563905994360116,-285,465
4354,315297189498738447,-295,465
4355,65516299116620976,-305,465
4356,12599288291657880,-315,465
4357,2232785266876080,-325,465
4358,362827605867363,-335,465
4359,53752237906276,-345,465
4360,7210666060598,-355,465
4361,868754947060,-365,465
4362,93080887185,-375,465
4363,8760554088,-385,465
4364,713068356,-395,465
4365,49177128,-405,465
4366,2794155,-415,465
4367,125580,-425,465
4368,4186,-435,465
4369,92,-445,465
4370,1,-455,465
4371,1,470,470
4372,93,460,470
4373,4278,450,470
4374,129766,440,470
4375,2919735,430,470
4376,51971283,420,470
4377,762245484,410,470
4378,9473622444,400,470
4379,101841441273,390,470
4380,961835834245,380,470
4381,8079421007658,370,470
4382,60962903966874,360,470
4383,416579843773639,350,470
4384,2595612872743443,340,470
4385,14832073558533960,330,470
4386,78115587408278856,320,470
4387,380813488615359423,310,470
4388,1724861095493098563,300,470
4389,7282746847637527266,290,470
4390,28747684924884976050,280,470
4391,106366434222074411385,270,470
4392,369749985629115811005,260,470
4393,1210090862058924472380,250,470
4394,3735497878529723371260,240,470
4395,10895202145711693166175,230,470
4396,30070757922164273138643,220,470
4397,78646597642583483593374,210,470
4398,195160075631596051879854,200,470
4399,460020178274476408002513,190,470
4400,1031079709925550569660805,180,470
4401,2199636714507841215276384,170,470
4402,4470229452064322469755232,160,470
4403,8661069563374624785150762,150,470
4404,16009855859571276118005954,140,470
4405,28252686811008134325892860,130,470
4406,47625957767127997863647964,120,470
4407,76730709735928441002543942,110,470
4408,118206769052646517220135262,100,470
4409,174199449130215920113883544,90,470
4410,245665889799022451442656280,80,470
4411,331648951228680309447585978,70,470
4412,428716936954147717090781874,60,470
4413,530792398133706697350491844,50,470
4414,629544472205093989880815908,40,470
4415,715391445687606806682745350,30,470
4416,778981796415394078387878270,20,470
4417,812850570172585125274307760,10,470
4418,812850570172585125274307760,0,470
4419,778981796415394078387878270,-10,470
4420,715391445687606806682745350,-20,470
4421,629544472205093989880815908,-30,470
4422,530792398133706697350491844,-40,470
4423,428716936954147717090781874,-50,470
4424,331648951228680309447585978,-60,470
4425,245665889799022451442656280,-70,470
4426,174199449130215920113883544,-80,470
4427,118206769052646517220135262,-90,470
4428,76730709735928441002543942,-100,470
4429,47625957767127997863647964,-110,470
4430,28252686811008134325892860,-120,470
4431,16009855859571276118005954,-130,470
4432,8661069563374624785150762,-140,470
4433,4470229452064322469755232,-150,470
4434,2199636714507841215276384,-160,470
4435,1031079709925550569660805,-170,470
4436,460020178274476408002513,-180,470
4437,195160075631596051879854,-190,470
4438,78646597642583483593374,-200,470
4439,30070757922164273138643,-210,470
4440,10895202145711693166175,-220,470
4441,3735497878529723371260,-230,470
4442,1210090862058924472380,-240,470
4443,369749985629115811005,-250,470
4444,106366434222074411385,-260,470
4445,28747684924884976050,-270,470
4446,7282746847637527266,-280,470
4447,1724861095493098563,-290,470
4448,380813488615359423,-300,470
4449,78115587408278856,-310,470
4450,14832073558533960,-320,470
4451,2595612872743443,-330,470
4452,416579843773639,-340,470
4453,60962903966874,-350,470
4454,8079421007658,-360,470
4455,961835834245,-370,470
4456,101841441273,-380,470
4457,9473622444,-390,470
4458,762245484,-400,470
4459,51971283,-410,470
4460,2919735,-420,470
4461,129766,-430,470
4462,4278,-440,470
4463,93,-450,470
4464,1,-460,470
4465,1,475,475
4466,94,465,475
4467,4371,455,475
4468,134044,445,475
4469,3049501,435,475
4470,54891018,425,475
4471,814216767,415,475
4472,10235867928,405,475
4473,111315063717,395,475
4474,1063677275518,385,475
4475,9041256841903,375,475
4476,69042324974532,365,475
4477,477542747740513,355,475
4478,3012192716517082,345,475
4479,17427686431277403,335,475
4480,92947660966812816,325,475
4481,458929076023638279,315,475
4482,2105674584108457986,305,475
4483,9007607943130625829,295,475
4484,36030431772522503316,285,475
4485,135114119146959387435,275,475
4486,476116419851190222390,265,475
4487,1579840847688040283385,255,475
4488,4945588740588647843640,245,475
4489,14630700024241416537435,235,475
4490,40965960067875966304818,225,475
4491,108717355564747756732017,215,475
4492,273806673274179535473228,205,475
4493,655180253906072459882367,195,475
4494,1491099888200026977663318,185,475
4495,3230716424433391784937189,175,475
4496,6669866166572163685031616,165,475
4497,13131299015438947254905994,155,475
4498,24670925422945900903156716,145,475
4499,44262542670579410443898814,135,475
4500,75878644578136132189540824,125,475
4501,124356667503056438866191906,115,475
4502,194937478788574958222679204,105,475
4503,292406218182862437334018806,95,475
4504,419865338929238371556539824,85,475
4505,577314841027702760890242258,75,475
4506,760365888182828026538367852,65,475
4507,959509335087854414441273718,55,475
4508,1160336870338800687231307752,45,475
4509,1344935917892700796563561258,35,475
4510,1494373242103000885070623620,25,475
4511,1591832366587979203662186030,15,475
4512,1625701140345170250548615520,5,475
4513,1591832366587979203662186030,-5,475
4514,1494373242103000885070623620,-15,475
4515,1344935917892700796563561258,-25,475
4516,1160336870338800687231307752,-35,475
4517,959509335087854414441273718,-45,475
4518,760365888182828026538367852,-55,475
4519,577314841027702760890242258,-65,475
4520,419865338929238371556539824,-75,475
4521,292406218182862437334018806,-85,475
4522,194937478788574958222679204,-95,475
4523,124356667503056438866191906,-105,475
4524,75878644578136132189540824,-115,475
4525,44262542670579410443898814,-125,475
4526,24670925422945900903156716,-135,475
4527,13131299015438947254905994,-145,475
4528,6669866166572163685031616,-155,475
4529,3230716424433391784937189,-165,475
4530,1491099888200026977663318,-175,475
4531,655180253906072459882367,-185,475
4532,273806673274179535473228,-195,475
4533,108717355564747756732017,-205,475
4534,40965960067875966304818,-215,475
4535,14630700024241416537435,-225,475
4536,4945588740588647843640,-235,475
4537,1579840847688040283385,-245,475
4538,476116419851190222390,-255,475
4539,135114119146959387435,-265,475
4540,36030431772522503316,-275,475
4541,9007607943130625829,-285,475
4542,2105674584108457986,-295,475
4543,458929076023638279,-305,475
4544,92947660966812816,-315,475
4545,17427686431277403,-325,475
4546,3012192716517082,-335,475
4547,477542747740513,-345,475
4548,69042324974532,-355,475
4549,9041256841903,-365,475
4550,1063677275518,-375,475
4551,111315063717,-385,475
4552,10235867928,-395,475
4553,814216767,-405,475
4554,54891018,-415,475
4555,3049501,-425,475
4556,134044,-435,475
4557,4371,-445,475
4558,94,-455,475
4559,1,-465,475
4560,1,480,480
4561,95,470,480
4562,4465,460,480
4563,138415,450,480
4564,3183545,440,480
4565,57940519,430,480
4566,869107785,420,480
4567,11050084695,410,480
4568,121550931645,400,480
4569,1174992339235,390,480
4570,10104934117421,380,480
4571,78083581816435,370,480
4572,546585072715045,360,480
4573,3489735464257595,350,480
4574,20439879147794485,340,480
4575,110375347398090219,330,480
4576,551876736990451095,320,480
4577,2564603660132096265,310,480
4578,11113282527239083815,300,480
4579,45038039715653129145,290,480
4580,171144550919481890751,280,480
4581,611230538998149609825,270,480
4582,2055957267539230505775,260,480
4583,6525429588276688127025,250,480
4584,19576288764830064381075,240,480
4585,55596660092117382842253,230,480
4586,149683315632623723036835,220,480
4587,382524028838927292205245,210,480
4588,928986927180251995355595,200,480
4589,2146280142106099437545685,190,480
4590,4721816312633418762600507,180,480
4591,9900582591005555469968805,170,480
4592,19801165182011110939937610,160,480
4593,37802224438384848158062710,150,480
4594,68933468093525311347055530,140,480
4595,120141187248715542633439638,130,480
4596,200235312081192571055732730,120,480
4597,319294146291631397088871110,110,480
4598,487343696971437395556698010,100,480
4599,712271557112100808890558630,90,480
4600,997180179956941132446782082,80,480
4601,1337680729210530787428610110,70,480
4602,1719875223270682440979641570,60,480
4603,2119846205426655101672581470,50,480
4604,2505272788231501483794869010,40,480
4605,2839309159995701681634184878,30,480
4606,3086205608690980088732809650,20,480
4607,3217533506933149454210801550,10,480
4608,3217533506933149454210801550,0,480
4609,3086205608690980088732809650,-10,480
4610,2839309159995701681634184878,-20,480
4611,2505272788231501483794869010,-30,480
4612,2119846205426655101672581470,-40,480
4613,1719875223270682440979641570,-50,480
4614,1337680729210530787428610110,-60,480
4615,997180179956941132446782082,-70,480
4616,712271557112100808890558630,-80,480
4617,487343696971437395556698010,-90,480
4618,319294146291631397088871110,-100,480
4619,200235312081192571055732730,-110,480
4620,120141187248715542633439638,-120,480
4621,68933468093525311347055530,-130,480
4622,37802224438384848158062710,-140,480
4623,19801165182011110939937610,-150,480
4624,9900582591005555469968805,-160,480
4625,4721816312633418762600507,-170,480
4626,2146280142106099437545685,-180,480
4627,928986927180251995355595,-190,480
4628,382524028838927292205245,-200,480
4629,149683315632623723036835,-210,480
4630,55596660092117382842253,-220,480
4631,19576288764830064381075,-230,480
4632,6525429588276688127025,-240,480
4633,2055957267539230505775,-250,480
4634,611230538998149609825,-260,480
4635,171144550919481890751,-270,480
4636,45038039715653129145,-280,480
4637,11113282527239083815,-290,480
4638,2564603660132096265,-300,480
4639,551876736990451095,-310,480
4640,110375347398090219,-320,480
4641,20439879147794485,-330,480
4642,3489735464257595,-340,480
4643,546585072715045,-350,480
4644,78083581816435,-360,480
4645,10104934117421,-370,480
4646,1174992339235,-380,480
4647,121550931645,-390,480
4648,11050084695,-400,480
4649,869107785,-410,480
4650,57940519,-420,480
4651,3183545,-430,480
4652,138415,-440,480
4653,4465,-450,480
4654,95,-460,480
4655,1,-470,480
4656,1,485,485
4657,96,475,485
4658,4560,465,485
4659,142880,455,485
4660,3321960,445,485
4661,61124064,435,485
4662,927048304,425,485
4663,11919192480,415,485
4664,132601016340,405,485
4665,1296543270880,395,485
4666,11279926456656,385,485
4667,88188515933856,375,485
4668,624668654531480,365,485
4669,4036320536972640,355,485
4670,23929614612052080,345,485
4671,130815226545884704,335,485
4672,662252084388541314,325,485
4673,3116480397122547360,315,485
4674,13677886187371180080,305,485
4675,56151322242892212960,295,485
4676,216182590635135019896,285,485
4677,782375089917631500576,275,485
4678,2667187806537380115600,265,485
4679,8581386855815918632800,255,485
4680,26101718353106752508100,245,485
4681,75172948856947447223328,235,485
4682,205279975724741105879088,225,485
4683,532207344471551015242080,215,485
4684,1311510956019179287560840,205,485
4685,3075267069286351432901280,195,485
4686,6868096454739518200146192,185,485
4687,14622398903638974232569312,175,485
4688,29701747773016666409906415,165,485
4689,57603389620395959098000320,155,485
4690,106735692531910159505118240,145,485
4691,189074655342240853980495168,135,485
4692,320376499329908113689172368,125,485
4693,519529458372823968144603840,115,485
4694,806637843263068792645569120,105,485
4695,1199615254083538204447256640,95,485
4696,1709451737069041941337340712,85,485
4697,2334860909167471919875392192,75,485
4698,3057555952481213228408251680,65,485
4699,3839721428697337542652223040,55,485
4700,4625118993658156585467450480,45,485
4701,5344581948227203165429053888,35,485
4702,5925514768686681770366994528,25,485
4703,6303739115624129542943611200,15,485
4704,6435067013866298908421603100,5,485
4705,6303739115624129542943611200,-5,485
4706,5925514768686681770366994528,-15,485
4707,5344581948227203165429053888,-25,485
4708,4625118993658156585467450480,-35,485
4709,3839721428697337542652223040,-45,485
4710,3057555952481213228408251680,-55,485
4711,2334860909167471919875392192,-65,485
4712,1709451737069041941337340712,-75,485
4713,1199615254083538204447256640,-85,485
4714,806637843263068792645569120,-95,485
4715,519529458372823968144603840,-105,485
4716,320376499329908113689172368,-115,485
4717,189074655342240853980495168,-125,485
4718,106735692531910159505118240,-135,485
4719,57603389620395959098000320,-145,485
4720,29701747773016666409906415,-155,485
4721,14622398903638974232569312,-165,485
4722,6868096454739518200146192,-175,485
4723,3075267069286351432901280,-185,485
4724,1311510956019179287560840,-195,485
4725,532207344471551015242080,-205,485
4726,205279975724741105879088,-215,485
4727,75172948856947447223328,-225,485
4728,26101718353106752508100,-235,485
4729,8581386855815918632800,-245,485
4730,2667187806537380115600,-255,485
4731,782375089917631500576,-265,485
4732,216182590635135019896,-275,485
4733,56151322242892212960,-285,485
4734,13677886187371180080,-295,485
4735,3116480397122547360,-305,485
4736,662252084388541314,-315,485
4737,130815226545884704,-325,485
4738,23929614612052080,-335,485
4739,4036320536972640,-345,485
4740,624668654531480,-355,485
4741,88188515933856,-365,485
4742,11279926456656,-375,485
4743,1296543270880,-385,485
4744,132601016340,-395,485
4745,11919192480,-405,485
4746,927048304,-415,485
4747,61124064,-425,485
4748,3321960,-435,485
4749,142880,-445,485
4750,4560,-455,485
4751,96,-465,485
4752,1,-475,485
4753,1,490,490
4754,97,480,490
4755,4656,470,490
4756,147440,460,490
4757,3464840,450,490
4758,64446024,440,490
4759,988172368,430,490
4760,12846240784,420,490
4761,144520208820,410,490
4762,1429144287220,400,490
4763,12576469727536,390,490
4764,99468442390512,380,490
4765,712857170465336,370,490
4766,4660989191504120,360,490
4767,27965935149024720,350,490
4768,154744841157936784,340,490
4769,793067310934426018,330,490
4770,3778732481511088674,320,490
4771,16794366584493727440,310,490
4772,69829208430263393040,300,490
4773,272333912878027232856,290,490
4774,998557680552766520472,280,490
4775,3449562896455011616176,270,490
4776,11248574662353298748400,260,490
4777,34683105208922671140900,250,490
4778,101274667210054199731428,240,490
4779,280452924581688553102416,230,490
4780,737487320196292121121168,220,490
4781,1843718300490730302802920,210,490
4782,4386778025305530720462120,200,490
4783,9943363524025869633047472,190,490
4784,21490495358378492432715504,180,490
4785,44324146676655640642475727,170,490
4786,87305137393412625507906735,160,490
4787,164339082152306118603118560,150,490
4788,295810347874151013485613408,140,490
4789,509451154672148967669667536,130,490
4790,839905957702732081833776208,120,490
4791,1326167301635892760790172960,110,490
4792,2006253097346606997092825760,100,490
4793,2909066991152580145784597352,90,490
4794,4044312646236513861212732904,80,490
4795,5392416861648685148283643872,70,490
4796,6897277381178550771060474720,60,490
4797,8464840422355494128119673520,50,490
4798,9969700941885359750896504368,40,490
4799,11270096716913884935796048416,30,490
4800,12229253884310811313310605728,20,490
4801,12738806129490428451365214300,10,490
4802,12738806129490428451365214300,0,490
4803,12229253884310811313310605728,-10,490
4804,11270096716913884935796048416,-20,490
4805,9969700941885359750896504368,-30,490
4806,8464840422355494128119673520,-40,490
4807,6897277381178550771060474720,-50,490
4808,5392416861648685148283643872,-60,490
4809,4044312646236513861212732904,-70,490
4810,2909066991152580145784597352,-80,490
4811,2006253097346606997092825760,-90,490
4812,1326167301635892760790172960,-100,490
4813,839905957702732081833776208,-110,490
4814,509451154672148967669667536,-120,490
4815,295810347874151013485613408,-130,490
4816,164339082152306118603118560,-140,490
4817,87305137393412625507906735,-150,490
4818,44324146676655640642475727,-160,490
4819,21490495358378492432715504,-170,490
4820,9943363524025869633047472,-180,490
4821,4386778025305530720462120,-190,490
4822,1843718300490730302802920,-200,490
4823,737487320196292121121168,-210,490
4824,280452924581688553102416,-220,490
4825,101274667210054199731428,-230,490
4826,34683105208922671140900,-240,490
4827,11248574662353298748400,-250,490
4828,3449562896455011616176,-260,490
4829,998557680552766520472,-270,490
4830,272333912878027232856,-280,490
4831,69829208430263393040,-290,490
4832,16794366584493727440,-300,490
4833,3778732481511088674,-310,490
4834,793067310934426018,-320,490
4835,154744841157936784,-330,490
4836,27965935149024720,-340,490
4837,4660989191504120,-350,490
4838,712857170465336,-360,490
4839,99468442390512,-370,490
4840,12576469727536,-380,490
4841,1429144287220,-390,490
4842,144520208820,-400,490
4843,12846240784,-410,490
4844,988172368,-420,490
4845,64446024,-430,490
4846,3464840,-440,490
4847,147440,-450,490
4848,4656,-460,490
4849,97,-470,490
4850,1,-480,490
4851,1,495,495
4852,98,485,495
4853,4753,475,495
4854,152096,465,495
4855,3612280,455,495
4856,67910864,445,495
4857,1052618392,435,495
4858,13834413152,425,495
4859,157366449604,415,495
4860,1573664496040,405,495
4861,14005614014756,395,495
4862,112044912118048,385,495
4863,812325612855848,375,495
4864,5373846361969456,365,495
4865,32626924340528840,355,495
4866,182710776306961504,345,495
4867,947812152092362802,335,495
4868,4571799792445514692,325,495
4869,20573099066004816114,315,495
4870,86623575014757120480,305,495
4871,342163121308290625896,295,495
4872,1270891593430793753328,285,495
4873,4448120577007778136648,275,495
4874,14698137558808310364576,265,495
4875,45931679871275969889300,255,495
4876,135957772418976870872328,245,495
4877,381727591791742752833844,235,495
4878,1017940244777980674223584,225,495
4879,2581205620687022423924088,215,495
4880,6230496325796261023265040,205,495
4881,14330141549331400353509592,195,495
4882,31433858882404362065762976,185,495
4883,65814642035034133075191231,175,495
4884,131629284070068266150382462,165,495
4885,251644219545718744111025295,155,495
4886,460149430026457132088731968,145,495
4887,805261502546299981155280944,135,495
4888,1349357112374881049503443744,125,495
4889,2166073259338624842623949168,115,495
4890,3332420398982499757882998720,105,495
4891,4915320088499187142877423112,95,495
4892,6953379637389094006997330256,85,495
4893,9436729507885199009496376776,75,495
4894,12289694242827235919344118592,65,495
4895,15362117803534044899180148240,55,495
4896,18434541364240853879016177888,45,495
4897,21239797658799244686692552784,35,495
4898,23499350601224696249106654144,25,495
4899,24968060013801239764675820028,15,495
4900,25477612258980856902730428600,5,495
4901,24968060013801239764675820028,-5,495
4902,23499350601224696249106654144,-15,495
4903,21239797658799244686692552784,-25,495
4904,18434541364240853879016177888,-35,495
4905,15362117803534044899180148240,-45,495
4906,12289694242827235919344118592,-55,495
4907,9436729507885199009496376776,-65,495
4908,6953379637389094006997330256,-75,495
4909,4915320088499187142877423112,-85,495
4910,3332420398982499757882998720,-95,495
4911,2166073259338624842623949168,-105,495
4912,1349357112374881049503443744,-115,495
4913,805261502546299981155280944,-125,495
4914,460149430026457132088731968,-135,495
4915,251644219545718744111025295,-145,495
4916,131629284070068266150382462,-155,495
4917,65814642035034133075191231,-165,495
4918,31433858882404362065762976,-175,495
4919,14330141549331400353509592,-185,495
4920,6230496325796261023265040,-195,495
4921,2581205620687022423924088,-205,495
4922,1017940244777980674223584,-215,495
4923,381727591791742752833844,-225,495
4924,135957772418976870872328,-235,495
4925,45931679871275969889300,-245,495
4926,14698137558808310364576,-255,495
4927,4448120577007778136648,-265,495
4928,1270891593430793753328,-275,495
4929,342163121308290625896,-285,495
4930,86623575014757120480,-295,495
4931,20573099066004816114,-305,495
4932,4571799792445514692,-315,495
4933,947812152092362802,-325,495
4934,182710776306961504,-335,495
4935,32626924340528840,-345,495
4936,5373846361969456,-355,495
4937,812325612855848,-365,495
4938,112044912118048,-375,495
4939,14005614014756,-385,495
4940,1573664496040,-395,495
4941,157366449604,-405,495
4942,13834413152,-415,495
4943,1052618392,-425,495
4944,67910864,-435,495
4945,3612280,-445,495
4946,152096,-455,495
4947,4753,-465,495
4948,98,-475,495
4949,1,-485,495
4950,1,500,500
4951,99,490,500
4952,4851,480,500
4953,156849,470,500
4954,3764376,460,500
4955,71523144,450,500
4956,1120529256,440,500
4957,14887031544,430,500
4958,171200862756,420,500
4959,1731030945644,410,500
4960,15579278510796,400,500
4961,126050526132804,390,500
4962,924370524973896,380,500
4963,6186171974825304,370,500
4964,38000770702498296,360,500
4965,215337700647490344,350,500
4966,1130522928399324306,340,500
4967,5519611944537877494,330,500
4968,25144898858450330806,320,500
4969,107196674080761936594,310,500
4970,428786696323047746376,300,500
4971,1613054714739084379224,290,500
4972,5719012170438571889976,280,500
4973,19146258135816088501224,270,500
4974,60629817430084280253876,260,500
4975,181889452290252840761628,250,500
4976,517685364210719623706172,240,500
4977,1399667836569723427057428,230,500
4978,3599145865465003098147672,220,500
4979,8811701946483283447189128,210,500
4980,20560637875127661376774632,200,500
4981,45764000431735762419272568,190,500
4982,97248500917438495140954207,180,500
4983,197443926105102399225573693,170,500
4984,383273503615787010261407757,160,500
4985,711793649572175876199757263,150,500
4986,1265410932572757113244012912,140,500
4987,2154618614921181030658724688,130,500
4988,3515430371713505892127392912,120,500
4989,5498493658321124600506947888,110,500
4990,8247740487481686900760421832,100,500
4991,11868699725888281149874753368,90,500
4992,16390109145274293016493707032,80,500
4993,21726423750712434928840495368,70,500
4994,27651812046361280818524266832,60,500
4995,33796659167774898778196326128,50,500
4996,39674339023040098565708730672,40,500
4997,44739148260023940935799206928,30,500
4998,48467410615025936013782474172,20,500
4999,50445672272782096667406248628,10,500
5000,50445672272782096667406248628,0,500
5001,48467410615025936013782474172,-10,500
5002,44739148260023940935799206928,-20,500
5003,39674339023040098565708730672,-30,500
5004,33796659167774898778196326128,-40,500
5005,27651812046361280818524266832,-50,500
5006,21726423750712434928840495368,-60,500
5007,16390109145274293016493707032,-70,500
5008,11868699725888281149874753368,-80,500
5009,8247740487481686900760421832,-90,500
5010,5498493658321124600506947888,-100,500
5011,3515430371713505892127392912,-110,500
5012,2154618614921181030658724688,-120,500
5013,1265410932572757113244012912,-130,500
5014,711793649572175876199757263,-140,500
5015,383273503615787010261407757,-150,500
5016,197443926105102399225573693,-160,500
5017,97248500917438495140954207,-170,500
5018,45764000431735762419272568,-180,500
5019,20560637875127661376774632,-190,500
5020,8811701946483283447189128,-200,500
5021,3599145865465003098147672,-210,500
5022,1399667836569723427057428,-220,500
5023,517685364210719623706172,-230,500
5024,181889452290252840761628,-240,500
5025,60629817430084280253876,-250,500
5026,19146258135816088501224,-260,500
5027,5719012170438571889976,-270,500
5028,1613054714739084379224,-280,500
5029,428786696323047746376,-290,500
5030,107196674080761936594,-300,500
5031,25144898858450330806,-310,500
5032,5519611944537877494,-320,500
5033,1130522928399324306,-330,500
5034,215337700647490344,-340,500
5035,38000770702498296,-350,500
5036,6186171974825304,-360,500
5037,924370524973896,-370,500
5038,126050526132804,-380,500
5039,15579278510796,-390,500
5040,1731030945644,-400,500
5041,171200862756,-410,500
5042,14887031544,-420,500
5043,1120529256,-430,500
5044,71523144,-440,500
5045,3764376,-450,500
5046,156849,-460,500
5047,4851,-470,500
5048,99,-480,500
5049,1,-490,500
